"InChI=1S/C13H10N2/c1-2-4-10(5-3-1)12-8-11-6-7-14-13(11)15-9-12/h1-9H,(H,14,15)",5.3,0.345679
"InChI=1S/C9H7N2/c1-10-8-2-3-9-7(6-8)4-5-11-9/h1-6,11H/q+1",4.5,0.355932
"InChI=1S/C11H11N/c1-3-9-4-5-10-6-7-12(2)11(10)8-9/h3-8H,1H2,2H3",4.5,0.377049
"InChI=1S/C8H7NO/c10-8-5-7-3-1-2-4-9(7)6-8/h1-6,10H",4.5,0.37037
"InChI=1S/C13H11N/c1-10-6-7-14-12(8-10)9-11-4-2-3-5-13(11)14/h2-9H,1H3",4.5,0.356164
"InChI=1S/C13H9NS/c1-2-5-11-10(4-1)7-8-12(14-11)13-6-3-9-15-13/h1-9H",4.5,0.418919
"InChI=1S/C9H7NO/c11-8-4-2-1-3-7-5-6-10-9(7)8/h1-6,10H",4.5,0.383333
"InChI=1S/C13H8N2/c14-9-11-10-5-1-2-6-12(10)15-8-4-3-7-13(11)15/h1-8H",4.5,0.360465
"InChI=1S/C10H12N2/c1-11(2)12-8-7-9-5-3-4-6-10(9)12/h3-8H,1-2H3",4.5,0.490909
"InChI=1S/C13H8N2/c14-9-15-12-7-3-1-5-10(12)11-6-2-4-8-13(11)15/h1-8H",4.5,0.539474
"InChI=1S/C14H11N/c1-2-5-11(6-3-1)12-7-4-8-14-13(12)9-10-15-14/h1-10,15H",5.3,0.35
"InChI=1S/C8H6IN/c9-8-5-6-3-1-2-4-7(6)10-8/h1-5,10H",4.5,0.55102
"InChI=1S/C14H11N/c1-2-6-12(7-3-1)13-10-14-8-4-5-9-15(14)11-13/h1-11H",5.3,0.432432
"InChI=1S/C8H8N2/c9-10-6-5-7-3-1-2-4-8(7)10/h1-6H,9H2",4.5,0.52
"InChI=1S/C13H9NO/c1-2-12(10-3-6-14-7-4-10)9-13-11(1)5-8-15-13/h1-9H",5.7,0.3625
"InChI=1S/C11H11N/c1-2-5-10-8-9-6-3-4-7-11(9)12-10/h2-8,12H,1H3/b5-2+",4.5,0.491228
"InChI=1S/C14H10N2/c1-3-7-11(8-4-1)14-15-12-9-5-2-6-10-13(12)16-14/h1-10H",5.3,0.414634
